ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
AAL,76155,Industrials,127000,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Mia",Fort Worth,682 278 9000,TX,United States,[],https://www.aa.com,1,1 Skyview Drive,Airlines,-0.0327,-0.068390004,0.12622,1715000064,1.22,-0.10025,-1136999936,9,hold,1934000000,1318749952,20,16.75,,0.812,-0.03203,15,19.26,,,26,12483999744,45861998592,34773000192,19.22,USD,53.684,0.641,2.9,NMS,"American Airlines Group, Inc.",American Airlines Group Inc.,America/New_York,EDT,False,-14400000,EQUITY,AAL,finmb_168569,us_market,,1.275,,-39.005,-0.25265485,,2.13,,649515008,,,,-13.764,82687055,0.1273,,1640908800,0.56218,-2377999872,-3.671,0.1,-0.05660814,,0.010249999,1703980800,,1648684800,2.14,1648684800,644097894,1.449553,44348305408,2,,,,,1580774400,,,0.3128685,1651190400,0.11,,7.863849,,0.1435,92673521,0,,,16.89,16.63,18.4916,0,0,,17.1399,,33047110,16.89,17.471,0,16.63,,33047110,,,,1580774400,,,16.57,USD,28299755,,,,10879376384,,,42985967,16.57,16.88,1200,28299755,26.04,,,12.44,16.84,False,,3100,17.1399,16.75,16.705,https://logo.clearbit.com/aa.com
